Yorum,Puan
Sipariş elime hızlı ulaştı. Mng kargoya rağmen güzel ve sağlam paketlenmişti. Bilgisayara gelirsek güncel döviz kuruyla alınabilecek fiyat/performans ürünü açıkcası. Oyun oynamak dışında her işinizi görür. Ssd olduğu için çok hızlı açılıyor ve sessiz çalışıyor. Ben iş için kullanacağım ve memnun kalacağımı düşünüyorum. Almak isteyenlere 10. nesil i3 olduğu için tavsiye ederim,5
ürün kaliteli  ve güzel  fakat hepsi jet kargo mu nedir onla 10 günde geldi,5
"i5 ten çok farkı yok. Tavsiye ederim. Windows orijinal uğraşmıyorsun,",5
Kamera kalitesi cok iyi degil  onun disinda guzel urun,5
"Oldukça hızlı açılıyor, SSD nin farkı ve işlemci yeni nesil diye muhtemelen, Parasının hakkını veriyor.",5
"7. nesil i3 lü vardı bende, Bunu da aldım çocukların dersi için grafik ve hız baya farkediyor.",5
Internet ders film word excel için mükemmel  10. nesil i3 olması da hızı farkettiriyor.,5
"2. Günde elime ulaştı İ3 işlemci ilk başta biraz endişelendirmişti ama 10 nesil olması sizi 3-5 sene. İdare eder oldukça şık ve hafif bir makine eba için aldım işimizi görüyor, kamera çok verimli değil ama idare eder.bundan önceki makinemde asus du kasası çok sağlam asustan şaşmam bunuda umarım yıllarca kullanırım",5
Satıcıdan çok memnun kaldım ürün kısa bir süre içinde sorunsuz bir şekilde elime ulaştı teşekkür ederim. Bu satıcıyı gönül rahatlığıyla tercih edebilirsiniz.,5
"Ürün son derece korunakli bir sekilde kisa zamanda elime ulasti. Evden calisanlar ve ogrenciler icin office programlari, izleme yapma vs. İcin gayet ideal ve şık bir laptop. Sorunsuz kargo icin de tesekkurler.",5
ürün cok güzel satıcı 22. dakikada kargoyu kesti çok hızlı geldi.. oyun oynamak icin almadıgımız icin ozellikleri gayet yeterli..,5
Teşekkürler hepsi burada hızlı kargo 1 günde ulaştı güzel guvenli bir paket yapmışlar,5
"Ürünü teslim aldım, güzel ambalaj kargo beklediğimden erken geldi.",5
Firmanın paketlemesi çok iyiydi. Ürün fiyat/performans ürünü. Günlük işler için ideal.,5
Paketleme güzeldi ürün elime geldi hiçbir sorun yok tereddüt etmeden alabilirsiniz,5
"Lap top ı sipariş ettiğimde 1 hafta beklemeyi göze almıştım, ama 1 günde geldi😊 Paketleme çok özenliydi. Üründe Windows 10 kurulu. 2 dakika içinde kullanıma hazır hale geldi. Yaklaşık 8 saattir kullanıyorum. Ben canlı dersler ve diğer evrak işlerim için aldım. Performansını bu doğrultuda değerlendirebiliyorum. Şu ana kadar deneyimim olumlu. Tasarımı da şık.Tekramarket e teşekkür ederim. İyi Çalışmalar.",5
24 saat geçmeden elimize ulaştı günlük kullanım için gayet hoş ince tasarımı var ses seviyesi iyi,5
"2 gün içerisinde elime ulaştı, güzel ürün teşekkürler.",5
Tsk ederim tavsiye ediyorum,5
Hızlı kargolama çok teşekkürler,5
cok hızlı sevkiyat .. fiyata göre makul bir cihaz,5
urun güzel hızlı kargo tşk ederim,5
Çok güzel bir ürün oldukça hızlı,5
Memnunum.,5
"Gayet iyi, Sorunsuz hızlı",5
"Harika bir PC.ışıklı klavyesi ,metalik rengi işe görsellik 10 numara .performansı da gayet yeterli .Firma hızlı gönderdi .Çok teşekkür ediyorum",5
10 numara bir urun paketleme gayet iyi isikli klavye kurulu geliyor bir kac dakika acma islemleri var sorunsuz geldi izmirden sparis verdim 2 gunde geldi yeni aldim 100 de 28 sarjla geldi tavsiye ederim,5
Kargo sorunsuz 2 günde geldi üründe çizik hasar vs yok. Bilgisayarın tasarımı şık şarjı da uzun süre gidiyor yaklaşık 6 saat gitti çok memnunum şimdilik teşekkürler 😊,5
24 kasımda sipariş verdim 27 kasımda elime ulaştı. İlk izlemim olarak beğendim. Daha önceki laptopuma göre hoparlörü 2 kat daha kuvvetli...,5
Fiyatina gore cok iyi bir bilgisayar. Cok hızlı kargo. Guzel paketleme. Cihaz cok hafif. 180 derece geriye yatabiliyor. Isınma yok fan sesi yok. Tavsiye ederim.,5
1 günde teslim.,5
Fiyat performans olarak begendik. Kargolama iyiydi. 1 gunde teslim edildi. Isletim sistemi bulunmuyor. Kendiniz yuklemeniz gerekiyor.,5
ürünü kardeşim için indirimden aldım. kur farkını gözardı edersek çok iyi ürün.kafadan 4 sene sonra ram takviyesi ile 7-8 sene götürür okul işleri için. özellikle paketleme güzeldi.,5
3 günde elime ulaştı. Beklediğim gibi ve uygun fiyattaydı. Teşekkürler.,5
Bilgisayarı kullanmadım ama paketleme çok özenliydi. Kargo iki günde elime ulaştı çok beğendim teşekkürler 🙏🏻,5
"ürün cok hızlı ulaştı, paketleme cok iyiydi. ürün sorunsuz su anlık hızlı, hafif ve tüm isteklerimi karşılar derecede iyi.",5
Bilgisayar hızlı . Fakat kasa kalitesi çok hoşuma gitmedi. Çok basit geldi. Ama hafif cihaz.,5
gayet güzel bir cihaz. ince ve hafif. fotoğrafta göründüğünden çok daha iyi. performansından da çok memnunum.,5
Hızlı ve güvenilir kargo özenle paketlenmiş uygun hesabli bir alışveriş teşekkürler,5
Kasasi plastik ve narin çocuk için pek elverişli değil fakat işlemcisi on numara keske ekran kartıda harici olsaymış,5
Arkadaşlar siparişim geldi herşeye dikkat edilmiş..Satıcı firmaya vede bana ulaştıran kargoyu tebrik ediyorum,5
İndirimdeyken almıştım şuanlık memnunum teşekkürler hepsiburada,5
Teşekkür ederim. Hepsiburada.,5
Oyun oynamak için aldıysanız çok zor oyunları 40-50 göz açıyor.,5
Paketleme başarılıydı kurulumu henüz yapmadım ama sağlam geldi kurulum yapılınca tekrar yorumumu güncelleyeceğim,5
Ürün güzel sadece parmaz izi bırakıyor ve işlemci 8gb Ramin 2 GB nı kendisi kullanıyor,5
Güzel PC hızlı kargo,5
Gayet güzel bir cihaz,5
ürün on numara,5
Herşeyiyle Çok İyiii,5
CİHAZ SAPASAĞLAM GELDİ,5
Performansi iyi makul bir bilgisayar. Sadece hepsijet 4.gunde teslim edebildi. Tek memnuniyetsizligim budur,5
Çok iyi,5
5k ya güzel laptop güçlü bir işlemcisi var oyun performansı olarak pek beklentiye girmeyin fakat lol cs gibi oyunları oynatır,5
Gayet uygun bir bilgisayar fiyatı uygunken aldım hızı ve performansı gayet güzel paketleme güzeldi LoL pubg mobile gibi oyunları kaldırır,5
bilgisayardan çok memnun kaldım hızlı ve hafif gayet güzel,5
"Kargo hızlıydı. Fiyat avantajı dolayısı ile kampanya dönemlerşni beklemek akıllıca olur. Ryzen 5, intel i5 ten daha hızlı gibi geldi şimdilik. Windows 10 pro uefi kurulumu ile başarılı hale geliyor.",5
çok güzel bir ürün. fiyat performans ürünü.,5
Harika bir urun ozellikle islemci intel core i5 yeni nesil olmasi bir avantaj gayet sessiz,5
Ürünü bugün teslim aldık. Çok teşekkür ederiz.,5
"cam gibi laptop. Tek sorun ssd sini yükseltmek isterseniz bası nvme ssd leri çalıştırmıyor, windows kurulamıyor.",5
Gayet güzel teşekkürler,5
hızlı kargo sorunsuz ve güzel bir ürün,5
Muhteşem,5
ÜRÜN 3 ÜÇ GÜNDE  ELİME ULAŞTI. ÜRÜNÜN PAKETLENMESİ ÇOK İYİ İDİ.WİNDOWS YÜKLÜ GELDİ.ÖZELLİKLERİ GAYET İYİ..AYNI ÖZELLİKTEKİ MARKALI PC YERİNE İYİKİ BUNU TERCİH ETMİŞİM.TAVSİYE EDERİM..,5
Fiyatına göre iyi görünüyor ama ileride ne olur elimizde mi kalir bilmiyorum gerçi birkaç senede teknoloji yenileniyor zaten ürünlerin teknolojisi eskiyor yanlız ürünün adaptörü çok basit eski teyp kablosundan adaptör yapmışlar biraz daha kaliteli olmasını beklerdim,5
Hepsiburada ile ilgili ürünler zamanında ve sorunsuz ulaşıyor teşekkürler,5
Fiyatına göre gayet iyi... Gidipte şahin fiyatına Ferrari performansı bekleyenler yanılır. Ancak fiyatı uygun ve muadili olan ürünlerin fiyatları enaz 2000 TL daha fazla.,5
"Sorunsuz , zamanında teslimat. Teşekkür ederim",5
Ürünü 25 kasım gece 11 sularında sipariş verdim ve Aras kargo süper bir hızla ertesi günü elime ulaştı ürünü 1 hafta kullanma deneyimim oldu çok araştırdım msi gibi bi marka kullanmak çok aklımda yoktu fiyatlarından dolayı ama Black friday indirimlerini görünce aldım   Oyun oynamak için alan arkadaşlara şöyle söyleyeyim gta valorant vs sağlam işlemci isteyen oyunlarda 0 kasma 0 donma fps 100 ün altına düşmüyor ısınma sorunu yok fanı çok hızlı çalışıyor msi Dragon center programı ile çoğu şeyi ayarlayabiliyorsunuz işlemci aklımı karıştırdı 9. Nesil olması ama 10. Nesil ile arasında sadece ısınma üzerine bi çalışma olduğu için bi fark göremedim msi cidden bu işi yapıyor kasa kalitesi olsun donanım uyumu olsun hep duyardım ve benimde deneyimleme fırsatım oldu kısacası işinizi uzun süre görecek bir makine alacak arkadaşlara hayırlı olsun,5
Ürün çok çok hızlı bir şekilde elime ulaştı. Paketleme özenle yapılmış ürün hasar almadan elime ulaştı. Windows yüklemesi yaptıktan sonra ürünü kullanmaya başlayacağım. Tasarım olarak klavye ve ekran hoşuma gitti. Sadece şarj girişi ortada olduğu için beğenmedim.,5
"Kara cuma indirimiyle almıştım. Verdiğim fiyata gerçekten değdi, çok hızlı ve istediğim işi görebiliyorum. Fakat oyun oynuyorsanız ısınma sıkıntısı ileride gelebilir soğutucu almanızı tavsiye ederim. 10/10",5
Ürün beklediğimden de güzel çıktı. Bayıldım tek kelimeyle,5
kampanya dönemi çok uygun fiyata aldım. ayrıca hepsijet ile çok hızlı geldi. ürün gayet güzel ve kaliteli,5
hoparlör sesi fazla yüksek çıkmıyor sadece onun dışında harika bir cihaz,5
Yaklaşık 3 gün içerisinde ürün elime ulaştı kutulama ve paketleme gayet güzel.,5
Mükemmel,5
"Öncelikle oyun için kesinlikle tavsiye edilmez sebeblerine gelecek olursak eksileri ile başlayım 1.islemci soğutucusu arka tam ortada eski serilerdeki pil yerinde yani, soğutucu fan tereklerinden çıkan ısı direk ekrana geliyor oyun oynadiginizda ekranın surekli sicakliga maruz kaldığını düşünemiyorum 2.hdd power ışıkları sağ yanda direk gozlemleyemezsiniz egilip bakmaniz lazim hangi kafayla tasarladilar anlamış değilim  3.cd dvd okuyucu yok  4. Çıkarılabilir pil yok (mutlaka bir servise mecbursunuz degistirmek ve bilmeyenler için) 5. Kasa kalitesini hiç begenmedim  6. Power buttonu sanki içinde basılı kalacakmış gibi bir his veriyor yılların laptoplarinin acma Sonuç itibariyle  oyun için kesinlikle düşünmeyin ofis öğrenci ve gundelik internet vs işler için gayet yeterli derecede hızlı ve sessiz laptop.",5
Harika hem hafif hem kullanışlı hemde oldukça  hızlı,5
Paketleme gayet güzeldi. Hızlı teslimat için ayrıca teşekkürler,5
2. Günde elime ulaştı. Windows 10 pro buldum Office 2019 pro ile birlikte 25 liraya aldım ve yükledim şuanda sorunsuz çalışıyor hafif bir PC ama dışı plastik bunu göz önüne alın ısınma problemi olmadı belki ilerde RAM yükseltilebilir...Zoom ve dersler için aldım oyun için performans vermez diye düşünüyorum...,5
"Ürün gayet güzel hızlı bir bilgisayar, ekran kartı olması zaten güzel. Sağlam paketlenmiş 1 günde geldi fiyatı son anda biraz atmasa daha iyi olabilirdi ama sağlık olsun. Sesi fonksiyonları ile gayet güzel bir bilgisayar ve işlemcisi harika. Tavsiye ederim.",5
"Ürün çok şık ve hızlı. Açıkçası almadan önce aklıma ram'i takılmıştı, 4gb az gözükmüştü gözüme. Ancak şimdiye kadar düşündüğüm gibi kötü veya yavaş çalışmadı. Takılma veya donma yaşamadım. Onun haricinde fotoğraflardaki bilgisayarda optik sürücü gözüküyor ama açıklamalarda yok yazıyor ve optik sürücüsü zaten yok. Ona dikkat edin. Açıklamayı mutlaka okuyun.",5
ekran kartının harici olması çok iyi istenir ise yükseltilebiliyor gayet hızlı bir cihaz sadece şarj ı 3-4 saat gidiyor başka bir sıkıntısı yok ürün 1 günde elime ulaştı hızlı gönderi ama hassas olmaları ve en azından kırılacak gibi kargolanması gereklidir ama sorunsuz elime ulaştı,5
Ürün tahmin ettiğimden fazla hızlı ve iyi çıktı şu dönemde fiyatların aşırı pahalı olduğu durumda isinize yarar bir bilgisayar tabi o oranda fiyatida uygun,5
"Fiyat ve performans ürünü.. Ofisimdeki çalışma arkadaşlarımız için aldık, gayet iş görür ve hız olarak da iyi bir bilgisayar.. Düşünmeden alın",5
Beklentileri karşılıyor  24 saatte teslim aldım istanbul-manisa teşekkürler,5
gayet hızlı cihaz ve hızlı gönderi 24 saat  içerisinde elime ulaştı ama şarjlı kullanım  süresi  3-4 saat,5
Bu fiyata alınacak en mantıklı laptop. 4 GB rami çıkarıp 8Gb ram ekledim daha da iyi oldu.,5
bu laptop işimi çok rahat görüyor. sadece office programları kullanıyorum. Kargo da sıkıntı ürün 2-3 gün içinde elime ulaştı.,5
Ürün gayet başarılı. Performansı beklediğimden daha iyi. Fiyatına göre çok çok iyi. Kargo 2 günde sorunsuz bir şekilde ulaştı elime.  Düşünenlere tavsiye ederim.,5
Hepsiburada. Com dan yinr kampanyalı bir ürün denk geldi. Uzaktan eğitimin yoğun yapıldığı bu zaman diliminde can suyu oldu bize. Teşekkürler Hepsiburada,5
Üründe her hangi bir sıkıntı yok sipariş verdikten bir gün sonra elime geçti.Satıcıya ve hepsi burada ya teşekkür ediyorum.,5
"Oğlumun okulu için aldık. Gayet kullanışlı ve hafif bir bilgisayar, günlük kullanım ve Eba için herhangi bir sıkıntı yaşamadık. Hızlı kargo ve özenli paketleme için de ayrıca teşekkür ederim 👏 👏 👏",5
Kargo Türkiye'nin bir ucundan bir ucuna 2 günde geldi o yüzden hızlıydı. Fiyatı malum kur ve vergiler yüzünden yüksek olsa da bence gayet kullanışlı ve hızlı bir bilgisayar. Çok büyük değil ve kolayca taşınabilir. Tasarımını oldukça beğendim. Şık duruyor. Öğrenci ya da ofis işleri için oldukça ideal bir bilgisayar.,5
Ürün şimdilik güzel şarjı gayet iyi sadece dış kaplaması daha kaliteli olabilirdi,5
şarjı biraz hızlı bitiyor diğer türlü güzel laptop ekran kartıda olması cabası,5
Hızlı ve sağlam teslimat. Sorunsuz elime ulaştı.,5
Ürün çok iyi teşekkürler,5
Satıcı çok ilgiliydi teşekkür ederim ☺️,5
Ne yazıyorsa o teşekkürler,5
ürün süper,5
"Ben oyun oynamak için almadım, öncelikle alırken alma sebebiniz ve kriterlerinizi belirleyin, günlük kullanım için (ders çalışmak, film izlemek ve aşırı işlemci gerektirmeyecek aktiviteler) çok ideal hatta ideali bir tık üstünde bilgisayar, hız ve görüntü kalitesi konusunda gayet başarılı, ben çok beğendim alacak olanlara tavsiye ederim.",5
Ürün gayet şık ve ince. Özenli paketleme var. Tam 26 saat sonra elime ulaştı. Windows 10 yüklü ve kurulum basit. Hepsiburada ya ve Satıcı Firmaya Teşekkürler.,5
Satıcı aynı gün kargoları teşekkürler.,5
uygun fiyat hızlı gönderi. fp ürünü,5
Bu fiyata bu ürün gerçekten harika 24 saat olmadan teslim edildi teşekkürler,5
10 numara 5 yıldız çok güzel bu fiyata kaçmaz bence.,5
fiyatına göre kalitesi çok iyi teşekkürler hepsi burada ailesi,5
Ürünü iki gün içinde teslim aldım. Hiç bir problemi yok. Hatta çok titiz bir şekilde paketlenmiş. Teşekkür ederim Teknorya ve Hepsiburada.,5
Ürünü aldığımdan beri fiyatı düşüyor bu biraz canımı sıktı ama ben ürünü alışveriş kredisi kullanarak 12 taksitle almıştım. Şuan Benim kullandığım bankaya 3 taksit veriyor. Eğer almış olmasaydım şuan asla alamazdım. Oyun oynamayacaksınız eğer yeterli özelliklere sahip bir bilgisayar. Benim işimi rahatlıkla görüyor. Diğerlerine göre hafif. Taşırken sizi yormuyor. Memnun kaldım.,5
ürünü yaklaşık 1 haftadır kullanıyorum. Görüntü kalitesi fiyatına göre harika. ufak tefek kasmalar oluyor fakat fiyatına göre değerlendirecek olursak bir öğrenci için fazlasıyla iyi bir bilgisayar,5
ürün çok güzel ihtiyaçlarıma cevap verdi,5
Mükemmel ürün tavsiye ederim,5
Süper ürün süper fiyatla,5
Fiyat performans açısından ödenen parayı net hakeden bir ürün,5
Eğitim için Gayet kullanışlı,5
"uzaktan  eğitim, sunum , ödev amacı ile efsane cuma  indiriminde aldık. şuana kadar memnunuz",5
Ürün çok kaliteli. Hafif ve hızlı.  Oyun oynamayacaksanız ihtayaçları fazlasıyla görüyor.,5
"güzel laptop, problem yaşamadık. Umarım ilerleyen zamanda da yaşamayız.",5
Muhtesem bir urun bu fiyata bu kalitede bir urunu bulmaz gercekten zor. Sansliymisim 😊😊,5
biz oldukça memnunuz geçen hafta geldi ürünümüz. fakat kargo firmasının yurtiçi olması oldukça kötü. adam bilgisayarı sepete koyayım çek diyor. böyle saçmalık yok! onun dışında hem hızlı hem hafif hem de şık. ev için kullanımlarda gayet uygun.,5
Gayet güzel paketlenmis güvenle alabilirsiniz,5
İdare eder çocuk ders çalışıyor interneti güzel alıp hızlı açılıyor sayfalar 55 TL ye hem Windows 10 hemde office.aldim şuan sıkıntı.yok,5
"Ürün 1 günde geldi , Windows kurduk ilk günü herhangi problem suanlik yok.",5
Şu anda bu fiyata alınabilecek en güncel hızlı ve kullanışlı laptop diyebilirim,5
"Ürün güzel, gayet hızlı donanımlarına göre. Bulunduğumuz dönemden dolayı fiyatı çok pahalı tabiki. Yalnız ürün biraz daha kaliteli olabilirdi. Sanki her antürlü kırılacak hissi veriyor. Dokusu çok güzel...",5
İyiki beyaz aldım ve iyiki Ryzen 5 aldım çok teşekkürler! Paketlemesi fln çok iyi ve hiç çizik-göçük vb. yok. Keşke windows 10 yüjlenip gelseydi ama yoktu ama çok sorun olmadı :'),5
